"intercept","eqid","statid","M","VS","Rrup","Rjb","eq","stat","M_stat","VS_gmean"
1,1055,100115,3.81,505,130.57,130.55,99,1020,4.70315789473684,505
1,1055,100179,3.81,419.2,189.55,189.53,99,954,4.195,419.200999965412
1,1055,100118,3.81,365,43.68,43.62,99,956,4.03194029850746,365
1,1055,3067,3.81,335.4,52.32,52.26,99,1203,3.96129032258065,335.4
1,1055,100120,3.81,355.9,175.59,175.57,99,962,4.40478260869565,355.897391203955
1,1055,3075,3.81,318.1,84.96,84.93,99,865,4.59842105263158,318.102105237034
1,1055,100460,3.81,414.8,86.32,86.29,99,968,4.10796610169491,414.798474523911
1,1055,100201,3.81,530,135.09,135.07,99,979,4.09762711864407,529.99966101386
1,1055,3084,3.81,393,25.05,24.94,99,1207,4.00862068965517,393
1,1056,100191,4.02,760,34.89,32.7,100,908,3.95666666666667,760
1,1056,100542,4.02,511,128.58,128,100,911,4.05493975903614,511
1,1056,100543,4.02,356,100.94,100.2,100,912,4.09939759036145,356
1,1056,3040,4.02,763,56.58,55.01,100,1358,3.78,763
1,1056,100091,4.02,796,34.44,31.8,100,914,4.07057142857143,796
1,1056,3042,4.02,524,51.4,49.83,100,852,4.14322580645161,524
1,1056,3046,4.02,619,60.67,59.44,100,854,4.0915873015873,619
1,1056,100214,4.02,210.3,109.82,109.15,100,918,4.36285714285714,210.295237582989
1,1056,100544,4.02,681.2,62.66,61.47,100,1314,3.89133333333333,681.2
1,1056,100162,4.02,652.2,111.99,111.33,100,920,3.95508771929825,652.2
1,1056,100163,4.02,432,234.49,234.12,100,921,4.25391304347826,432
1,1056,3052,4.02,370,14.52,7.94,100,926,3.90947368421053,370
1,1056,100166,4.02,477,120.27,119.54,100,928,4.28589743589744,477
1,1056,100100,4.02,396.1,55.28,53.92,100,930,4.08020408163265,396.09918363309
1,1056,3054,4.02,361,56.7,55.38,100,934,3.945,361
1,1056,100109,4.02,559,125.79,125.2,100,943,4.01704225352113,559
1,1056,100111,4.02,679,189.65,189.18,100,944,4.20151515151515,679
1,1056,1592,4.02,726,126.98,126.28,100,476,4.23071428571429,726
1,1056,100168,4.02,981,97.65,96.75,100,1098,4.17536585365854,981
1,1056,100112,4.02,388,89.57,88.59,100,947,4.1372131147541,388
1,1056,100118,4.02,365,141.21,140.69,100,956,4.03194029850746,365
1,1056,100119,4.02,1188,58.06,56.53,100,959,4.14016666666667,1188
1,1056,3066,4.02,338.3,33.19,30.88,100,960,3.93818181818182,338.299090883439
1,1056,100182,4.02,760,291.73,291.43,100,1103,4.2768085106383,760
1,1056,3073,4.02,352,22.78,19.26,100,967,4.13454545454545,352
1,1056,100461,4.02,1312,187.98,187.51,100,1107,4.62733333333333,1312
1,1056,100200,4.02,763,40.58,38.71,100,1024,4.06561403508772,763
1,1056,100386,4.02,346,45.27,43.61,100,973,4.00428571428571,346
1,1056,100127,4.02,704.1,74.57,73.57,100,977,4.07776119402985,704.1
1,1056,100184,4.02,372,155.75,155.19,100,980,4.14180327868852,372
1,1056,100341,4.02,253,49.27,47.75,100,1253,4.01588235294118,253
1,1056,100296,4.02,439,144.63,144.12,100,1208,4.18125,439
1,1056,3088,4.02,499,70.56,69.5,100,1245,3.9196875,499
1,1056,100422,4.02,750.3,242.36,242.05,100,994,4.1619298245614,750.298245557628
1,1056,3092,4.02,698.7,106.06,105.37,100,868,4.07486842105263,698.700526308455
1,1056,100400,4.02,503,88.63,87.79,100,997,4.2086,503
1,1056,100395,4.02,586,167.19,166.75,100,999,4.10125,586
1,1056,100133,4.02,895,279.06,278.79,100,1001,4.21054545454545,895
1,1056,100084,4.02,217.8,17.82,13.03,100,1002,3.92857142857143,217.802856899262
1,1057,100089,4.11,348,138.74,138.71,101,1088,4.30911111111111,348
1,1057,100543,4.11,356,210.86,210.81,101,912,4.09939759036145,356
1,1057,100094,4.11,461,166.48,166.45,101,919,4.1444776119403,461
1,1057,100327,4.11,310,204.1,204.08,101,1092,4.4925,310
1,1057,100163,4.11,432,66.68,66.54,101,921,4.25391304347826,432
1,1057,100164,4.11,715,57.31,57.24,101,1093,4.33242424242424,715
1,1057,100096,4.11,927,189.84,189.8,101,922,3.967375,927
1,1057,100165,4.11,1464,28.22,27.93,101,924,4.20679245283019,1464
1,1057,100193,4.11,580,53.06,52.98,101,927,4.321,580
1,1057,100106,4.11,1242,129.09,129.04,101,1095,4.18921568627451,1242
1,1057,100194,4.11,433,94.06,93.97,101,942,4.56190476190476,433
1,1057,100195,4.11,386,112.6,112.55,101,1251,4.21714285714286,386
1,1057,100111,4.11,679,118.59,118.51,101,944,4.20151515151515,679
1,1057,1592,4.11,726,186.03,185.98,101,476,4.23071428571429,726
1,1057,100272,4.11,644,75.43,75.37,101,1017,4.23890909090909,644
1,1057,100172,4.11,623,6.72,6.05,101,1242,4.26,623
1,1057,100114,4.11,378,126.42,126.38,101,1099,4.07710144927536,378
1,1057,100180,4.11,303,168.31,168.29,101,1100,4.19615384615385,303
1,1057,100548,4.11,680.1,121.7,121.63,101,1101,4.17567567567568,680.098648600315
1,1057,100117,4.11,511,61.41,61.28,101,955,4.16959183673469,511
1,1057,100551,4.11,308,201.32,201.29,101,1030,4.28892857142857,308
1,1057,100182,4.11,760,25.19,24.85,101,1103,4.2768085106383,760
1,1057,100275,4.11,416.5,179.45,179.42,101,1106,4.10923076923077,416.500307685034
1,1057,100356,4.11,384,260.2,260.18,101,972,4.29636363636364,384
1,1057,100329,4.11,462.7,215.29,215.25,101,1111,4.18138888888889,462.698888842193
1,1057,100452,4.11,282,136.11,136.08,101,976,4.525625,282
1,1057,100184,4.11,372,145.89,145.83,101,980,4.14180327868852,372
1,1057,100393,4.11,1131,148.98,148.91,101,1112,4.22410256410256,1131
1,1057,100268,4.11,356,135.02,134.95,101,987,4.4603125,356
1,1057,100549,4.11,225,216.39,216.37,101,989,4.40461538461538,225
1,1057,100438,4.11,924,91.77,91.73,101,1116,4.34166666666667,924
1,1057,100133,4.11,895,100.85,100.81,101,1001,4.21054545454545,895
1,1057,100442,4.11,332,178.66,178.63,101,1035,4.37647058823529,332
1,1057,100322,4.11,396,120.61,120.57,101,1003,4.26818181818182,396
1,1057,100410,4.11,819,179.03,178.98,101,1117,4.25309523809524,819
1,1057,100283,4.11,405,174.59,174.56,101,1006,4.07571428571429,405
1,1057,100055,4.11,393,120.37,120.33,101,1007,4.5828,393
1,1057,100134,4.11,402,64.04,63.98,101,1119,4.29538461538462,402
1,1058,100542,4.41,511,59.36,58.46,102,911,4.05493975903614,511
1,1058,100543,4.41,356,190.63,190.42,102,912,4.09939759036145,356
1,1058,3046,4.41,619,71.23,70.66,102,854,4.0915873015873,619
1,1058,100104,4.41,625,11.97,7.58,102,1431,3.83272727272727,625
1,1058,3057,4.41,805,77.81,77.18,102,937,3.97315789473684,805
1,1058,100167,4.41,238,50.28,49.47,102,938,4.15219512195122,238
1,1058,100109,4.41,559,121.11,120.71,102,943,4.01704225352113,559
1,1058,100169,4.41,655.7,66.51,65.9,102,946,3.99166666666667,655.698333297324
1,1058,100200,4.41,763,107.4,107.02,102,1024,4.06561403508772,763
1,1058,100385,4.41,786,108.75,108.38,102,1110,4.14028571428571,786
1,1058,100127,4.41,704.1,126.63,126.31,102,977,4.07776119402985,704.1
1,1058,100341,4.41,253,63.88,63.25,102,1253,4.01588235294118,253
1,1058,100296,4.41,439,102.78,102.25,102,1208,4.18125,439
1,1058,100400,4.41,503,35.55,34.4,102,997,4.2086,503
1,1058,100135,4.41,242,30.09,28.71,102,1009,4.21064516129032,242
1,1059,100017,4,365.8,175.81,175.79,103,1041,3.91846153846154,365.795897346747
1,1059,100020,4,688.3,90.94,90.9,103,1044,4.01030303030303,688.292121142746
1,1059,100021,4,462.7,90.36,90.32,103,1045,4.08,462.689230429044
1,1059,100023,4,407.6,114.47,114.43,103,1140,3.97083333333333,407.609166544852
1,1059,100314,4,364.5,57.81,57.74,103,1149,4.18928571428571,364.471427731532
1,1059,100312,4,613.1,100.32,100.28,103,1048,3.91295454545455,613.087499617703
1,1059,100050,4,391.8,140.99,140.96,103,1050,3.94977272727273,391.819090399707
1,1059,100131,4,480.8,120.93,120.9,103,1053,4.00675,480.795749974586
1,1059,100449,4,422,106.04,106,103,1055,4.07225806451613,422
1,1059,100196,4,760,37.34,37.23,103,1432,3.85,760
1,1059,100062,4,719.5,134.77,134.74,103,1062,3.93431818181818,719.505454490321
1,1059,100063,4,504.3,174.83,174.81,103,1063,3.9425,504.29307676467
1,1059,100065,4,635.2,121.47,121.44,103,1066,3.96682926829268,635.184145915324
1,1059,100066,4,429,167.65,167.63,103,1067,3.96444444444444,429.002222202078
1,1059,100448,4,432,155.25,155.22,103,1070,3.91914893617021,432
1,1059,100427,4,376,172.02,172,103,1071,4.07689655172414,376
1,1059,100331,4,535.1,126.16,126.13,103,1072,3.97,535.105777700997
1,1059,100364,4,560.6,125.72,125.68,103,1398,4.38,560.623333194597
1,1059,100210,4,652.3,46.35,46.25,103,1363,4.06,652.3
1,1059,100318,4,652.3,62.71,62.64,103,1177,4.12111111111111,652.296111092894
1,1059,100319,4,760,55.58,55.51,103,1075,4.18,760
1,1059,100078,4,560.6,38.6,38.5,103,1180,3.94805555555556,560.609166496344
1,1059,100079,4,741.5,23.17,23,103,1181,4.04047619047619,741.512856994237
1,1059,100320,4,760,74.53,74.48,103,1182,4.0888,760
1,1059,100080,4,760,59.22,59.15,103,1078,4.00852941176471,760
1,1059,100581,4,760,23.96,23.79,103,1433,4,760
1,1059,100082,4,627.9,87.41,87.37,103,1184,4.0171875,627.89249986562
1,1059,100136,4,404.7,71.01,70.96,103,1079,4.08935483870968,404.716451337533
1,1059,100379,4,560.6,76.11,76.06,103,1080,4.1176,560.610799815061
1,1059,100413,4,664.6,46.27,46.18,103,1081,4.2125,664.584999830721
1,1059,100465,4,760,38.28,38.18,103,1082,4.123,760
1,1059,100597,4,760,8.38,7.91,103,1434,4,760
1,1059,100387,4,377.9,7.65,7.13,103,1435,4,377.9
1,1059,100598,4,760,9.18,8.76,103,1436,4,760
1,1059,100599,4,652.3,9.55,9.14,103,1437,4,652.3
1,1059,100600,4,760,8.8,8.35,103,1438,4,760
1,1060,100454,4,242.8,21.56,19.16,104,1121,3.9995652173913,242.8
1,1060,100388,4,238.7,19.48,16.82,104,1122,4.04222222222222,238.66888830958
1,1060,100002,4,338.4,25.61,23.56,104,1124,3.9512,338.408799984397
1,1060,1194,4,344.8,28.08,26.2,104,513,4.01166666666667,344.770666212919
1,1060,100362,4,344.9,35.39,33.91,104,1396,3.90416666666667,344.913749676098
1,1060,100012,4,346,22.91,20.64,104,1133,3.985,346.034285431179
1,1060,100013,4,377,66.41,65.75,104,1038,4.04357142857143,377
1,1060,100014,4,260.8,52.71,51.82,104,1039,3.9052,260.792799823306
1,1060,100016,4,286.9,52.4,51.46,104,1135,3.81689655172414,286.874136843006
1,1060,100311,4,357.3,61.98,61.27,104,1040,3.83962962962963,357.289629489879
1,1060,100017,4,365.8,67.21,66.47,104,1041,3.91846153846154,365.795897346747
1,1060,100019,4,407.1,31.01,29.27,104,1043,4.00290322580645,407.1
1,1060,100020,4,688.3,29.84,28.17,104,1044,4.01030303030303,688.292121142746
1,1060,100536,4,299.4,12.13,7.75,104,1137,3.99727272727273,299.383635990972
1,1060,100021,4,462.7,22.96,21.02,104,1045,4.08,462.689230429044
1,1060,100023,4,407.6,25.16,23.07,104,1140,3.97083333333333,407.609166544852
1,1060,100024,4,258.1,11.81,7.03,104,1141,3.96416666666667,258.1
1,1060,100389,4,354.8,10.63,4.95,104,1142,3.97642857142857,354.807142828383
1,1060,100025,4,285.9,11.31,6.21,104,1143,3.97666666666667,285.917999622264
1,1060,100027,4,363.5,57.19,56.42,104,1145,3.84730769230769,363.474999140243
1,1060,100029,4,361.4,11.12,5.98,104,1147,3.98588235294118,361.409411626838
1,1060,100030,4,414.8,9.62,2.54,104,1148,3.93277777777778,414.784999728775
1,1060,100032,4,348.7,56.62,55.76,104,1151,3.88636363636364,348.7
1,1060,100033,4,258.1,48.7,47.69,104,1152,3.78,258.1
1,1060,100312,4,613.1,19.75,17.2,104,1048,3.91295454545455,613.087499617703
1,1060,100048,4,519,57.61,56.86,104,1049,3.94605263157895,519
1,1060,100049,4,552.6,46.8,45.88,104,1166,3.97125,552.584999660682
1,1060,100050,4,391.8,37.08,35.91,104,1050,3.94977272727273,391.819090399707
1,1060,100131,4,480.8,21.83,19.79,104,1053,4.00675,480.795749974586
1,1060,100378,4,652.3,29.79,28.33,104,1054,4.03051282051282,652.295897417352
1,1060,100449,4,422,28.48,26.94,104,1055,4.07225806451613,422
1,1060,100057,4,385.5,57.2,56.2,104,1057,3.9306,385.492199775398
1,1060,100058,4,584,59.11,58.21,104,1058,4.00432432432432,584
1,1060,100059,4,560.6,77.14,76.46,104,1059,3.99547619047619,560.612142663751
1,1060,100061,4,437,54.3,53.33,104,1061,3.9795,437
1,1060,100062,4,719.5,42.94,41.63,104,1062,3.93431818181818,719.505454490321
1,1060,100063,4,504.3,70.44,69.66,104,1063,3.9425,504.29307676467
1,1060,100068,4,691,74.28,73.59,104,1064,3.91074074074074,690.993888783251
1,1060,100064,4,477,87.93,87.41,104,1065,3.94529411764706,477
1,1060,100065,4,635.2,33.39,31.76,104,1066,3.96682926829268,635.184145915324
1,1060,100066,4,429,64.1,63.24,104,1067,3.96444444444444,429.002222202078
1,1060,100067,4,402.6,72.94,72.15,104,1068,3.94666666666667,402.6
1,1060,100433,4,723.4,35.13,33.58,104,1069,3.97181818181818,723.382954157186
1,1060,100448,4,432,49.64,48.6,104,1070,3.91914893617021,432
1,1060,100427,4,376,64.35,63.56,104,1071,4.07689655172414,376
1,1060,100331,4,535.1,38.96,37.53,104,1072,3.97,535.105777700997
1,1060,100415,4,317,285.81,285.66,104,1074,4.016,317
1,1060,100318,4,652.3,66.4,65.75,104,1177,4.12111111111111,652.296111092894
1,1060,100319,4,760,54.8,54.01,104,1075,4.18,760
1,1060,100508,4,506.3,81.73,81.12,104,1076,4.08038461538462,506.294615360072
1,1060,100078,4,560.6,75.28,74.67,104,1180,3.94805555555556,560.609166496344
1,1060,100079,4,741.5,91.02,90.53,104,1181,4.04047619047619,741.512856994237
1,1060,100080,4,760,56.19,55.34,104,1078,4.00852941176471,760
1,1060,100082,4,627.9,27.06,25.44,104,1184,4.0171875,627.89249986562
1,1060,100136,4,404.7,55.44,54.5,104,1079,4.08935483870968,404.716451337533
1,1060,100379,4,560.6,72.29,71.5,104,1080,4.1176,560.610799815061
1,1060,100413,4,664.6,64.32,63.66,104,1081,4.2125,664.584999830721
1,1060,100444,4,760,35.11,33.66,104,1439,3.905,760
1,1060,100465,4,760,71.93,71.33,104,1082,4.123,760
1,1060,1844,4,528,258.48,258.31,104,759,4.01065573770492,527.977868268368
1,1060,100538,4,490.2,13.64,10.04,104,1196,3.91195652173913,490.214782228481
1,1060,100207,4,410.5,10.15,4.16,104,1197,3.9590243902439,410.482438544401
1,1060,100446,4,643.8,138.14,137.79,104,1033,4.04350877192982,643.8
1,1061,1260,4.11,422.3,69.53,68.98,105,469,4.90875,422.311249750261
1,1061,100213,4.11,288.1,173.13,172.92,105,916,4.648,288.091999555673
1,1061,100094,4.11,461,93.13,92.72,105,919,4.1444776119403,461
1,1061,1264,4.11,373.3,96.06,95.66,105,470,4.58454545454545,373.3
1,1061,100338,4.11,617.9,129.29,129.06,105,1375,4.445,617.9
1,1061,100165,4.11,1464,160.18,159.94,105,924,4.20679245283019,1464
1,1061,100349,4.11,481.1,38.4,37.64,105,925,3.990625,481.102499902572
1,1061,3051,4.11,392.7,55.2,54.67,105,857,4.2415625,392.7
1,1061,100100,4.11,396.1,107.33,107.06,105,930,4.08020408163265,396.09918363309
1,1061,100105,4.11,617.5,66.01,65.43,105,936,4.205625,617.501249991144
1,1061,3059,4.11,335.4,34.93,34.1,105,859,4.49888888888889,335.404999813666
1,1061,100215,4.11,629.1,78.84,78.36,105,1260,4.167,629.1
1,1061,100108,4.11,351.2,61.55,61.08,105,941,4.59,351.203999908887
1,1061,100194,4.11,433,242.53,242.37,105,942,4.56190476190476,433
1,1061,1148,4.11,1015.9,67.93,67.49,105,680,4.34923076923077,1015.89846152448
1,1061,1592,4.11,726,128.25,128.03,105,476,4.23071428571429,726
1,1061,100113,4.11,383.1,50.09,49.51,105,1018,4.58409090909091,383.098636348266
1,1061,100115,4.11,505,66.49,65.91,105,1020,4.70315789473684,505
1,1061,100197,4.11,371.3,33.3,32.14,105,1393,3.82666666666667,371.3
1,1061,100117,4.11,511,122.95,122.64,105,955,4.16959183673469,511
1,1061,100118,4.11,365,24.11,22.89,105,956,4.03194029850746,365
1,1061,100551,4.11,308,378.1,378,105,1030,4.28892857142857,308
1,1061,100182,4.11,760,187.47,187.27,105,1103,4.2768085106383,760
1,1061,100198,4.11,956,225.44,225.27,105,964,4.3348275862069,956
1,1061,100121,4.11,760,43.09,42.36,105,965,4.04605263157895,760
1,1061,3075,4.11,318.1,67.51,67.08,105,865,4.59842105263158,318.102105237034
1,1061,100275,4.11,416.5,103.77,103.41,105,1106,4.10923076923077,416.500307685034
1,1061,100562,4.11,639.7,55.82,55.31,105,969,3.97549019607843,639.702352871942
1,1061,100431,4.11,699,63.77,63.32,105,975,4.1208064516129,699
1,1061,100201,4.11,530,99.64,99.35,105,979,4.09762711864407,529.99966101386
1,1061,100279,4.11,278.6,54.77,54.24,105,981,4.16574468085106,278.601702010679
1,1061,100129,4.11,355.9,47.91,47.31,105,982,4.078375,355.897749912277
1,1061,100439,4.11,485,191.36,191.16,105,984,4.4421875,485
1,1061,3084,4.11,393,38.95,38.2,105,1207,4.00862068965517,393
1,1061,100268,4.11,356,209.12,208.94,105,987,4.4603125,356
1,1061,100335,4.11,377.6,85.81,85.47,105,990,4.16435897435897,377.601025615257
1,1061,100278,4.11,541,214.93,214.79,105,992,4.28363636363636,541
1,1061,100391,4.11,368.7,75.43,74.93,105,1394,3.93333333333333,368.7
1,1061,100400,4.11,503,231.25,231.12,105,997,4.2086,503
1,1061,100280,4.11,383.1,112.04,111.7,105,1004,4.1144,383.099599994988
1,1061,100483,4.11,277.7,72.02,71.62,105,1005,4.28625,277.697499831187
1,1061,100283,4.11,405,46.83,46.01,105,1006,4.07571428571429,405
1,1061,100205,4.11,374.5,34.66,33.56,105,1008,4.11833333333333,374.5
1,1062,1234,4.06,257,46.89,45.7,106,468,4.65538461538462,257.009230396267
1,1062,100088,4.06,375,184.27,184.02,106,907,4.24095238095238,375
1,1062,100541,4.06,347,250.95,250.77,106,909,4.17301886792453,347
1,1062,100542,4.06,511,76.21,75.59,106,911,4.05493975903614,511
1,1062,100543,4.06,356,131.27,130.88,106,912,4.09939759036145,356
1,1062,3039,4.06,341,104.12,103.68,106,851,4.18113636363636,341
1,1062,100091,4.06,796,87.12,86.43,106,914,4.07057142857143,796
1,1062,3042,4.06,524,93.85,93.25,106,852,4.14322580645161,524
1,1062,3046,4.06,619,21.43,19.14,106,854,4.0915873015873,619
1,1062,100214,4.06,210.3,95.7,95.09,106,918,4.36285714285714,210.295237582989
1,1062,100094,4.06,461,270.58,270.4,106,919,4.1444776119403,461
1,1062,100162,4.06,652.2,93.19,92.68,106,920,3.95508771929825,652.2
1,1062,100096,4.06,927,207.14,206.91,106,922,3.967375,927
1,1062,3052,4.06,370,51.2,50.1,106,926,3.90947368421053,370
1,1062,100166,4.06,477,173.3,172.93,106,928,4.28589743589744,477
1,1062,100099,4.06,434.3,226.34,226.13,106,929,4.1421875,434.299687496515
1,1062,3054,4.06,361,53.8,52.93,106,934,3.945,361
1,1062,3055,4.06,611,73.78,73.14,106,935,3.94571428571429,611
1,1062,100104,4.06,625,65.6,64.88,106,1431,3.83272727272727,625
1,1062,100106,4.06,1242,245.46,245.27,106,1095,4.18921568627451,1242
1,1062,3057,4.06,805,71.49,70.83,106,937,3.97315789473684,805
1,1062,100167,4.06,238,39.28,37.97,106,938,4.15219512195122,238
1,1062,100109,4.06,559,95.6,95.11,106,943,4.01704225352113,559
1,1062,100111,4.06,679,235.62,235.35,106,944,4.20151515151515,679
1,1062,100168,4.06,981,142.12,141.67,106,1098,4.17536585365854,981
1,1062,100169,4.06,655.7,40.86,39.7,106,946,3.99166666666667,655.698333297324
1,1062,100112,4.06,388,130.64,130.21,106,947,4.1372131147541,388
1,1062,100114,4.06,378,276.31,276.14,106,1099,4.07710144927536,378
1,1062,100548,4.06,680.1,232.76,232.55,106,1101,4.17567567567568,680.098648600315
1,1062,100117,4.06,511,283.22,283.02,106,955,4.16959183673469,511
1,1062,100118,4.06,365,164.5,164.22,106,956,4.03194029850746,365
1,1062,100119,4.06,1188,110.97,110.41,106,959,4.14016666666667,1188
1,1062,3066,4.06,338.3,66.25,65.46,106,960,3.93818181818182,338.299090883439
1,1062,100182,4.06,760,334.39,334.2,106,1103,4.2768085106383,760
1,1062,100121,4.06,760,202.84,202.61,106,965,4.04605263157895,760
1,1062,3073,4.06,352,43.82,42.55,106,967,4.13454545454545,352
1,1062,100460,4.06,414.8,177.01,176.74,106,968,4.10796610169491,414.798474523911
1,1062,100275,4.06,416.5,277.68,277.51,106,1106,4.10923076923077,416.500307685034
1,1062,100562,4.06,639.7,207.6,207.37,106,969,3.97549019607843,639.702352871942
1,1062,100426,4.06,388.7,164.4,164.12,106,971,4.13877192982456,388.699298228193
1,1062,100200,4.06,763,47.9,46.89,106,1024,4.06561403508772,763
1,1062,3079,4.06,465,62.41,61.66,106,974,3.96086956521739,465
1,1062,100127,4.06,704.1,73.58,72.94,106,977,4.07776119402985,704.1
1,1062,100184,4.06,372,195.67,195.37,106,980,4.14180327868852,372
1,1062,100545,4.06,360,131.66,131.31,106,1206,3.99604651162791,360
1,1062,100129,4.06,355.9,136.59,136.25,106,982,4.078375,355.897749912277
1,1062,3082,4.06,309,55.44,54.45,106,866,4.33625,309
1,1062,100341,4.06,253,23.18,20.9,106,1253,4.01588235294118,253
1,1062,100393,4.06,1131,219.23,219.02,106,1112,4.22410256410256,1131
1,1062,100422,4.06,750.3,243.18,242.98,106,994,4.1619298245614,750.298245557628
1,1062,3092,4.06,698.7,126.56,126.19,106,868,4.07486842105263,698.700526308455
1,1062,100400,4.06,503,50.71,49.74,106,997,4.2086,503
1,1062,100395,4.06,586,185.72,185.47,106,999,4.10125,586
1,1062,100133,4.06,895,305.36,305.21,106,1001,4.21054545454545,895
1,1062,100084,4.06,217.8,44.86,43.67,106,1002,3.92857142857143,217.802856899262
1,1062,100283,4.06,405,223.86,223.65,106,1006,4.07571428571429,405
1,1062,100205,4.06,374.5,179.46,179.19,106,1008,4.11833333333333,374.5
1,1062,100135,4.06,242,69.74,69.07,106,1009,4.21064516129032,242
1,1062,100377,4.06,342.6,182.42,182.17,106,1010,4.28702702702703,342.602162042773
1,1063,100307,4.11,257.6,14.89,9.17,107,1087,5.25333333333333,257.583332254887
1,1063,100542,4.11,511,128.71,128.17,107,911,4.05493975903614,511
1,1063,100091,4.11,796,34.58,32.23,107,914,4.07057142857143,796
1,1063,3042,4.11,524,51.81,50.39,107,852,4.14322580645161,524
1,1063,3046,4.11,619,60.84,59.7,107,854,4.0915873015873,619
1,1063,3052,4.11,370,13.87,7.38,107,926,3.90947368421053,370
1,1063,100166,4.11,477,120.46,119.8,107,928,4.28589743589744,477
1,1063,3054,4.11,361,57.13,55.91,107,934,3.945,361
1,1063,100109,4.11,559,126.19,125.64,107,943,4.01704225352113,559
1,1063,100112,4.11,388,90.01,89.16,107,947,4.1372131147541,388
1,1063,100181,4.11,682,63,61.89,107,957,4.08181818181818,682.002727218198
1,1063,100119,4.11,1188,58.38,57,107,959,4.14016666666667,1188
1,1063,100288,4.11,401,176.63,176.17,107,1105,4.46,401
1,1063,3073,4.11,352,22.18,18.81,107,967,4.13454545454545,352
1,1063,100200,4.11,763,40.96,39.24,107,1024,4.06561403508772,763
1,1063,2993,4.11,387.5,27.05,24.37,107,807,5.655,387.514999709689
1,1063,1282,4.11,318,20.23,16.48,107,384,6.225,318
1,1063,1285,4.11,263,16.9,12.16,107,551,5.41,263
1,1063,1300,4.11,360.3,26.09,23.3,107,561,5.41,360.313333209983
1,1064,100088,4.19,375,58.56,57.62,108,907,4.24095238095238,375
1,1064,100191,4.19,760,89.58,89.09,108,908,3.95666666666667,760
1,1064,100541,4.19,347,138.21,137.81,108,909,4.17301886792453,347
1,1064,100089,4.19,348,200.45,200.18,108,1088,4.30911111111111,348
1,1064,100542,4.19,511,186.91,186.62,108,911,4.05493975903614,511
1,1064,100161,4.19,399.9,95.27,94.68,108,913,4.22,399.9
1,1064,100091,4.19,796,86.99,86.56,108,914,4.07057142857143,796
1,1064,100092,4.19,500,76.36,75.63,108,915,4.17696428571429,500
1,1064,3042,4.19,524,52.61,51.9,108,852,4.14322580645161,524
1,1064,3046,4.19,619,127.18,126.74,108,854,4.0915873015873,619
1,1064,100093,4.19,265.6,121.61,121.15,108,917,4.38291666666667,265.599166652286
1,1064,100094,4.19,461,162.46,162.12,108,919,4.1444776119403,461
1,1064,100162,4.19,652.2,112.54,112.04,108,920,3.95508771929825,652.2
1,1064,100163,4.19,432,137.88,137.61,108,921,4.25391304347826,432
1,1064,100164,4.19,715,258.48,258.33,108,1093,4.33242424242424,715
1,1064,100096,4.19,927,108.66,108.15,108,922,3.967375,927
1,1064,100097,4.19,505,180.08,179.77,108,923,4.12711538461538,505
1,1064,100165,4.19,1464,175.7,175.48,108,924,4.20679245283019,1464
1,1064,3050,4.19,267.9,53.42,52.38,108,1200,4.05190476190476,267.9
1,1064,100166,4.19,477,137.37,137.1,108,928,4.28589743589744,477
1,1064,100099,4.19,434.3,137.4,136.99,108,929,4.1421875,434.299687496515
1,1064,100100,4.19,396.1,52.94,52.16,108,930,4.08020408163265,396.09918363309
1,1064,100101,4.19,668.7,150.81,150.44,108,932,4.10822580645161,668.700645151954
1,1064,100103,4.19,1329,110.28,109.94,108,1094,4.34366666666667,1329
1,1064,100106,4.19,1242,120.18,119.72,108,1095,4.18921568627451,1242
1,1064,100167,4.19,238,166.8,166.57,108,938,4.15219512195122,238
1,1064,100107,4.19,393.3,151.88,151.51,108,940,4.17576923076923,393.295384407752
1,1064,100109,4.19,559,138.42,138.02,108,943,4.01704225352113,559
1,1064,100195,4.19,386,296.77,296.65,108,1251,4.21714285714286,386
1,1064,100111,4.19,679,104.76,104.4,108,944,4.20151515151515,679
1,1064,1592,4.19,726,70.24,69.7,108,476,4.23071428571429,726
1,1064,3062,4.19,335.4,44.48,43.21,108,1016,4.38333333333333,335.404999813666
1,1064,100168,4.19,981,157.29,157.05,108,1098,4.17536585365854,981
1,1064,100272,4.19,644,207.4,207.14,108,1017,4.23890909090909,644
1,1064,100172,4.19,623,200.5,200.32,108,1242,4.26,623
1,1064,100112,4.19,388,22.29,20.55,108,947,4.1372131147541,388
1,1064,100177,4.19,448,174.24,174.02,108,951,4.19023255813953,448
1,1064,100114,4.19,378,153.84,153.48,108,1099,4.07710144927536,378
1,1064,100116,4.19,370.4,151.09,150.73,108,952,4.3688,370.396799841026
1,1064,100178,4.19,273.3,127.6,127.16,108,953,4.33407407407407,273.301481431292
1,1064,100179,4.19,419.2,206.16,205.89,108,954,4.195,419.200999965412
1,1064,100180,4.19,303,191.78,191.49,108,1100,4.19615384615385,303
1,1064,100548,4.19,680.1,100.91,100.39,108,1101,4.17567567567568,680.098648600315
1,1064,100117,4.19,511,146.02,145.77,108,955,4.16959183673469,511
1,1064,100118,4.19,365,48.69,47.54,108,956,4.03194029850746,365
1,1064,100119,4.19,1188,74.97,74.47,108,959,4.14016666666667,1188
1,1064,3066,4.19,338.3,74.05,73.54,108,960,3.93818181818182,338.299090883439
